Username,Date,Post,Post sentiment,Post subjectivity,Comments,Reactions,Reposts
Progetto NoLoBo​,15-03-2023,"famoso libro L'arte della guerra, Sun Tzu dice: ""Conosci il nemico come conosci te stesso. Se farai così, anche in mezzo a cento battaglie non ti troverai mai in pericolo.” Questo è stato il motivo per il quale ho chiesto a Raffaele Gaito di intervenire a#Tolktolkper parlare di#ChatGPTdi cui tutti parlano e temono. Se ti va giovedì 16 marzo alle 18,30 saremo online. E' gradita l'iscrizione.https://bit.ly/3kMw3a0",0.0,0.0,0,0,0
Simone Bussoni,15-03-2023,"Visto che tutti dicono la loro su GPT-4, la mia la prelevo direttamente dal sito di OpenAI:""Nonostante le sue capacità, GPT-4 ha limiti simili ai precedenti modelli GPT. Soprattutto, non è ancora completamente affidabile: ha ""allucinazioni"" rispetto i fatti e commette errori di ragionamento.""https://lnkd.in/dxq7XXwgA parte questo, siamo a livello stratosferico di ""qualità"" della ""produzione"" di ""concetti"" e del riconoscimento di contesti e media.Resta sempre un ""modello"" di linguaggio e, anche se sembra, non c'è un vero ""ragionamento"" fatto dall'AI: c'è una elaborata ma sempre artificiosa, per quanto sempre più precisa, messa in relazione di dati forniti, basata su logiche propabilistiche e di randomizzazione.L'importante per non sbagliare è non fidarsi ""completamente"" e verificare sempre le informazioni ""prodotte"" nei testi e media generati: se lo usate per produzioni di contenuti informativi di settore sbaglia ancora troppo e si basa sempre su dati inseriti in momenti precedenti a quando gli fate generare un contenuto.Invece se dovete velocizzare determinati lavori tecnici, di programmazione o creativi, beh, incominciate ad impare ad usare i prompt, altrimenti la vostra sedia tremerà...#chatgpt#GPT3#GPT4",0.3818,1.0,0,0,0
Deepraj Sarkar,15-03-2023,Immensely insightful when everyone is going ga-ga over chatgpt and AI..,0.0,1.0,0,0,0
Sajin Philip,15-03-2023,"ChatGPT is sensationalChatGPT4 is AMAZING!Hello there, UXers! Please look at the examples of ChatGPT4 provided on the official website.#heartbroken#chatgpt#chatgpt4#userexperience#ux",0.4374,0.0,0,0,0
dijitaliyidir,15-03-2023,"Microsoft, OpenAI ile birlikte geliştirdiği chatbot teknolojisi Bing Chat’in GPT-4 üzerinde çalıştığını doğruladı. Bu teknolojiyi erken benimseyenler arasında web sitelerini taramak ve müşteri destek personeline bir özet sunmak için GPT-4 kullanan Stripe ve GPT-4’ü yeni bir dil öğrenme aboneliğine yerleştiren Duolingo yer alıyor.OpenAI’e göre GPT-4, resim ve metin girişlerini kabul edip algılayabiliyor- yalnızca metin kabul eden selefi GPT-3.5’e göre bu büyük bir gelişme- ve çeşitli profesyonel ve akademik ölçütlerde “insan düzeyinde” performans gösteriyor. Örneğin GPT-3, simüle edilmiş bir bar sınavını, sınava girenlerin ilk %10’u civarında bir puanla geçebiliyordu.Şirkete göre OpenAI, ChatGPT’nin yanı sıra bir rakip test programından alınan dersleri kullanarak GPT-4’ü yinelemeli olarak hizalamak için altı ay harcadı ve şirkete göre gerçeklik, yönlendirilebilirlik ve sınırların dışına çıkmayı reddetme konularında “şimdiye kadarki en iyi sonuçları” sağladı.OpenAI, GPT-4’ü duyuran bir blog yazısında, “Sıradan bir sohbette, GPT-3.5 ve GPT-4 arasındaki fark ince olabilir. Fark, görevin karmaşıklığı yeterli bir eşiğe ulaştığında ortaya çıkıyor. GPT-4 daha güvenilir, yaratıcı ve GPT-3.5’ten çok daha incelikli talimatları işleyebiliyor.” dedi.Ekibimizden Tutku Oza Topçu'nun paylaşımının ayrıntıları ve daha fazla haberdijitaliyidir.com'da.https://lnkd.in/dkREPUJ9#chatgpt#gpt4#openai#bingchat#microsoft#dijitaliyidir#dijitaldünyadanhaberler",0.0,0.0,0,0,0
Revalino Sandoval,15-03-2023,"""[Google's] AI announcements represent the culmination of many years of work, including bringing together Transformer technology advances in reinforcement learning and advances in parallelism and orchestrating large training workloads""— Thomas Kurian",0.0,0.4642857142857143,0,0,0
"Paulina Jähnigen, LL.M. (Law and Finance)",15-03-2023,nan,0.0,0.0,0,0,0
Aleksandar Cvjetan,15-03-2023,"#OpenAIhas just released#GPT-4, the newest version of the viral chatbot ChatGPT. And it's mindblowing 🤯First, it's multimodal, which means its API accepts images as inputs to generate captions, analyses, and reviews.Furthermore, it passed basically every exam with flying colors and its reasoning capabilities are far more advanced than ChatGPT.More importantly, it supports as many as 25,000 words for context, which allows full documents to fit within a single prompt.While GPT-3 is a 175 billion parameter model, OpenAI has expanded the model to 1.6 trillion parameters with the release of GPT-4. This means that the model is capable of solving much more complex tasks than ever before.The world will never be the same again.#chatgpt#gpt4#ai",0.9312,0.5157738095238097,0,0,0
Greg Galstaun,15-03-2023,"New generative AI tools are coming to#GoogleCloudand#GoogleWorkspace, giving individuals, devs, and businesses alike the power to do more. Learn more via Bloomberg",0.34,0.48484848484848486,0,0,0
Steffen Brieger,15-03-2023,"New generative AI tools are coming to#GoogleCloudand#GoogleWorkspace, giving individuals, devs, and businesses alike the power to do more. Learn more via Bloomberg",0.34,0.48484848484848486,0,0,0
Laura Nava,15-03-2023,"What if you could swap outfits and create incredible life-life film setting for your YT videos?  Now you can.  According to YouTube CEO Neal Mohan, creators will soon be able to use AI to virtually swap outfits and create breathtaking film settings on YouTube. Check out the details here:",0.7351,0.8416666666666667,0,0,0
Aarathi J,15-03-2023,The next great launch is here!💥Something even ChatGPT will look upto!https://lnkd.in/gkDncQi2,0.6892,0.375,0,0,0
Elise Dumonteil,15-03-2023,🤖 Immersion dans le fonctionnement de ChatGPT et premiers pas pour formuler des requêtes performantes afin d'utiliser ce générateur de texte dans le contexte des industries culturelles et créatives.Saviez-vous que ChatGPT-4 répondait à partir de jeux de données antérieurs à 2022. Il s'agit pourOpenAIde garantir une première intention de modération des sources qui nourrissent l'algorithme.#ICC#culture#IA#prompt,0.0,0.0,0,0,0
Maria Chiara Tafa,15-03-2023,GPT-4 analizzerà sia testo che immaginiUn altro passo in avanti!#chatGPT,0.0,0.0,0,0,0
Akira Okada,15-03-2023,#ビジネスモデル事例#ChatGPT#英会話学習アプリ#AI講師語学学習、オンラインスクールの次はこれなのか。AI講師なら気遣い不要というメリットもある。「スピーク」は2月に日本語正式版が出ているとのこと。,0.0,0.0,0,0,0
Ian Matthews,15-03-2023,"If your team is using HubSpot's ticketing system, this one is for you. (Or maybe it will convince you to give it a try)I've set up a way to get ChatGPT to automatically draft a response to any support question, and add this to your HubSpot ticket. The idea is a support rep can then review this response, edit it if needed or just go ahead and send as is., all directly from your HubSpot ticket.Just playing around with the possibilities right now but this is a great example of how AI can help teams scale their customer support and service! Check out the video below.#hubspottipsandtricks#hubspothacks#hubspotfreelancer#ai#chatgpt",0.9561,0.5619047619047619,0,1,0
EDGE BUSINESS SCHOOL,15-03-2023,📢  Get to know 📢#edge#chatgpt#openai#ai,0.0,0.0,0,0,0
Eric De Cock,15-03-2023,"Waarom ChatGPT-4 de beste keuze is voor uw bedrijfscommunicatie: de evolutie van GPT-3 naar GPT-4 🚀De afgelopen jaren heeft OpenAI indrukwekkende prestaties geleverd met hun reeks taalmodellen, zoals GPT-3 en nu ChatGPT-4. In dit artikel zullen we de belangrijkste verschillen tussen GPT-3 en GPT-4 bespreken en uitleggen waarom de upgrade naar ChatGPT-4 uw bedrijf aanzienlijke voordelen kan opleveren.✅ Verbeterde taalbegrip en nauwkeurigheid:ChatGPT-4 is getraind met meer gegevens en geavanceerdere technieken dan zijn voorganger, GPT-3. Dit resulteert in een beter begrip van context en nuance in gesprekken, waardoor het model nauwkeuriger en nuttiger is voor bedrijfscommunicatie. Bedrijven kunnen profiteren van deze verbeterde nauwkeurigheid door minder tijd te besteden aan het corrigeren van gegenereerde teksten en meer vertrouwen te hebben in de output van het model.✅ Snellere respons- en verwerkingstijden:Dankzij optimalisaties en technologische vooruitgang in GPT-4, kunnen bedrijven genieten van snellere respons- en verwerkingstijden in vergelijking met GPT-3. Dit betekent dat uw team sneller toegang heeft tot de benodigde informatie en effectiever kan communiceren, zowel intern als met klanten.✅ Betere aanpassingsmogelijkheden:ChatGPT-4 biedt geavanceerdere opties voor aanpassing en personalisatie, waardoor het gemakkelijker is om het model af te stemmen op de specifieke behoeften van uw bedrijf. Dit kan variëren van het trainen van het model op bedrijfsspecifieke terminologie tot het instellen van de gewenste tone of voice. Dit zorgt voor naadloze integratie en consistente merkcommunicatie.✅ Robuustere contextbehoud:Een van de uitdagingen bij eerdere modellen, zoals GPT-3, was het beperkte vermogen om context over langere tekstreeksen te behouden. ChatGPT-4 is beter in staat om context te behouden, wat resulteert in betere, meer samenhangende en zinvolle output. Dit leidt tot effectievere communicatie en een betere gebruikerservaring voor zowel medewerkers als klanten.✅ Veiliger en verantwoord gebruik:ChatGPT-4 heeft verbeterde mechanismen voor het omgaan met gevoelige informatie en het voorkomen van ongepaste content. Dit maakt het model veiliger en betrouwbaarder voor bedrijfsdoeleinden, waardoor bedrijven met een gerust hart kunnen vertrouwen op ChatGPT-4 voor hun communicatiebehoeften.🙋‍♂️ Persoonlijke conclusie:De overstap naar ChatGPT-4 biedt bedrijven aanzienlijke voordelen ten opzichte van GPT-3, waaronder verbeterde nauwkeurigheid, snellere verwerkingstijden, betere personalisatie, robuuster contextbehoud en verhoogde veiligheid. Deze verbeteringen zorgen voor effectievere en efficiëntere communicatie, waardoor bedrijven meer tijd en middelen kunnen besteden aan strategische en creatieve taken die hun groei stimuleren.#ChatGPT4#OpenAI#Bedrijfscommunicatie#AI#KunstmatigeIntelligentie#Innovatie#Digitalisering#Efficiëntie#Klantenservice#Groeistrategie",-0.5994,0.0,0,0,0
"🌟 Michael Stuck, JD ⚖️",15-03-2023,"There’s been no end to the headlines about ChatGPT lately, but one that I found extra interesting was: “ChatGPT Passes Google Coding Interview for Level 3 Engineer With $183K Salary.”PC Magazine reports that Google ran an experiment where it fed coding interview questions to the AI chatbot, and it passed with flying colors.Now, the caveat: this specific interview process mostly covers technical questions, which the chatbot is particularly good at. But ChatGPT might not be so adept at answering behavioral prompts like “Tell me about a time you overcame adversity.”But give it a few years.As a recruiter for 28+ years, I have witnessed the fear of AI replacing the workforce ebb and flow over the years. In the end, real human talent possesses attributes chatbots never will. And those human attributes will always be key to the jobs that matter most.#ChatGPT#HRandAI",0.8761,0.3979166666666667,0,0,0
Angeline PERCONTE,15-03-2023,HOME-STAGING EXPERTS -Agence à AIX-EN-PROVENCE📞06.11.65.49.04Angéline à votre écoute pour valoriser votre bien immobilier pour vendre et louer dans les meilleures conditions de prix et de délai.#immobilier#pretdemeubles#decorationinterieur#vendre#immobilieraixenprovence#relooking,0.0,0.0,0,0,0
Ayesha Ahmad,15-03-2023,"As of March 2023, there is no official announcement regarding#chatgpt4from#openai. However, it is highly anticipated that#chatgpt4will continue to build upon the success of its predecessors in natural language processing and conversational#ai.It is expected to have even greater language capabilities, better contextual understanding, and improved responses to complex queries.OpenAI may also focus on improving the ethical and responsible use of ChatGPT 4 to prevent misuse and ensure transparency.With the increasing demand for conversational AI, ChatGPT 4 will likely be a significant breakthrough in the field and pave the way for more advanced language models in the future.#language#success#ai#ChatGPT4#NaturalLanguageProcessing#ConversationalAI#ContextualUnderstanding#EthicalAI#ResponsibleAI#Transparency#Breakthrough#LanguageModels",0.9756,0.528076923076923,0,0,0
Defend Intelligence,15-03-2023,🚨 Nouvelle vidéo pour tout comprendre en 10min a#GPT-4 et le nouveau#ChatGPT.#IAhttps://lnkd.in/eJ7HqMzM,-0.128,0.0,0,7,4 
Gulam Mohammad Mujtaba,15-03-2023,Are you swimming in ChatGPT's flood or floating with joy? 🤔Vote now! 👇#chatgpt#chatgpt4#openai#linkedincreators#chatgptexplained,0.6239,0.2,0,0,0
